"Type","Component","Connection","Pin","PinName","Signal","Sheet","Location","ComponentType","Value","PartNumber","A/B/NF","Module","BoardSide","ConnectionType"
"component","IC1",,,,,2,"I5","chip","Dual Buffer","NC7WZ17",,"BCM2835 HDMI","front",
"component","IC2",,,,,1,"H1","chip","CPU & GPU","BCM2835",,"multiple","front",
"component","IC3",,,,,3,"D1","chip","LAN & USB","LAN9512","B","multiple","front",
"power",,,,,"+5V0",1,"C4",,,,,"USB Power Input",,
"power",,,,,"GND",1,"B6",,,,,"USB Power Input",,
"power",,,,,"PE",1,"A6",,,,,"USB Power Input",,
"power",,,,,"+5V0",1,"A7",,,,,"USB Power Input",,
"power",,,,,"+3V3",1,"C7",,,,,"USB Power Input",,
"power",,,,,"GND",1,"C7",,,,,"USB Power Input",,
"power",,,,,"+2V5",1,"C8",,,,,"USB Power Input",,
"power",,,,,"GND",1,"C9",,,,,"USB Power Input",,
"power",,,,,"+1V8",1,"C9",,,,,"USB Power Input",,
"power",,,,,"GND",1,"C10",,,,,"USB Power Input",,
"component","S1",,,,,1,"A5","connector","MICRO USB TYPE B","PD-USB/112",,"USB Power Input","front",
"component","F3",,,,,1,"B4","fuse","1A1 6V","miniSMD",,"USB Power Input","back",
"component","R51",,,,,1,"B5","resistor","0R0",,,"USB Power Input","back",
"component","D17",,,,,1,"B5","diode (voltage suppressor)","5V","SMBJ",,"USB Power Input","back",
"component","C6",,,,,1,"C5","capacitor (polarized)","220uF",,,"USB Power Input","front",
"component","C3",,,,,1,"C5","capacitor","100n",,,"USB Power Input","front",
"component","C2",,,,,1,"C5","capacitor","1n0",,,"USB Power Input","front",
"component","RG2",,,,,1,"B7","regulator","3v3","NCP1117-3v3",,"USB Power Input","front",
"component","C12",,,,,1,"A7","capacitor","100n",,,"USB Power Input","front",
"component","C11",,,,,1,"B7","capacitor (polarized)","47u",,,"USB Power Input","front",
"component","C8",,,,,1,"C7","capacitor","100n",,,"USB Power Input","front",
"component","C10",,,,,1,"C7","capacitor","10n",,,"USB Power Input","front",
"component","RG3",,,,,1,"B8","regulator","2v5","LP2980-2v5",,"USB Power Input","front",
"component","C15",,,,,1,"B8","capacitor","10u",,,"USB Power Input","front",
"component","C13",,,,,1,"C8","capacitor","10n",,,"USB Power Input","front",
"component","RG1",,,,,1,"B9","regulator","1v8","NCP1117-1v8",,"USB Power Input","front",
"component","C5",,,,,1,"A9","capacitor","100n",,,"USB Power Input","front",
"component","C9",,,,,1,"B9","capacitor (polarized)","47u",,,"USB Power Input","front",
"component","C7",,,,,1,"C9","capacitor","10n",,,"USB Power Input","front",
"signal",,"S1",1,"VBUS","VIN",1,"A4",,,,,"USB Power Input",,"power"
"signal",,"S1",2,"USB D-","nc",1,"A4",,,,,"USB Power Input",,"nc"
"signal",,"S1",3,"USB D+","nc",1,"A4",,,,,"USB Power Input",,"nc"
"signal",,"S1",4,"ID (nc)","nc",1,"A4",,,,,"USB Power Input",,"nc"
"signal",,"S1",5,"GND","GND",1,"A4",,,,,"USB Power Input",,"ground"
"signal",,"S1","M1","Shield","PE",1,"A5",,,,,"USB Power Input",,"ground"
"signal",,"S1","M2","Shield","PE",1,"A5",,,,,"USB Power Input",,"ground"
"signal",,"S1","M3","Shield","PE",1,"A5",,,,,"USB Power Input",,"ground"
"signal",,"S1","M4","Shield","PE",1,"A5",,,,,"USB Power Input",,"ground"
"signal",,"S1","M5","Pad","nc",1,"A5",,,,,"USB Power Input",,"nc"
"signal",,"S1","M6","Pad","nc",1,"A5",,,,,"USB Power Input",,"nc"
"signal",,"RG2",2,"Vi","+5V0",1,"B7",,,,,"USB Power Input",,"power"
"signal",,"RG2",1,"Vo","+3V3",1,"B7",,,,,"USB Power Input",,"power"
"signal",,"RG2",3,"com","GND",1,"B7",,,,,"USB Power Input",,"ground"
"signal",,"RG3",1,"VIN","+3V3",1,"B8",,,,,"USB Power Input",,"power"
"signal",,"RG3",3,"ON","+3V3",1,"B8",,,,,"USB Power Input",,"power"
"signal",,"RG3",2,"GND","GND",1,"B8",,,,,"USB Power Input",,"ground"
"signal",,"RG3",5,"OUT","+2V5",1,"B8",,,,,"USB Power Input",,"power"
"signal",,"RG3",4,"NC","nc",1,"B8",,,,,"USB Power Input",,"nc"
"signal",,"RG1",1,"Vi","+3V3",1,"B9",,,,,"USB Power Input",,"power"
"signal",,"RG1",3,"Vo","+1V8",1,"B9",,,,,"USB Power Input",,"power"
"signal",,"RG1",2,"com","GND",1,"B9",,,,,"USB Power Input",,"ground"
"testpoint","TP1",,,,"+5V0",1,"C4",,,,,"USB Power Input","front",
"testpoint","TP2",,,,"GND",1,"B5",,,,,"USB Power Input","front",
"power",,,,,"+1V8",1,"G1",,,,,"BCM2835 OSC",,
"power",,,,,"GND",1,"G1",,,,,"BCM2835 OSC",,
"power",,,,,"GND",1,"G2",,,,,"BCM2835 OSC",,
"power",,,,,"GND",1,"H2",,,,,"BCM2835 OSC",,
"power",,,,,"GND",1,"J2",,,,,"BCM2835 OSC",,
"component","C87",,,,,1,"G1","capacitor","100n",,,"BCM2835 OSC","back",
"component","C82",,,,,1,"G2","capacitor","1u0",,,"BCM2835 OSC","back",
"component","C81",,,,,1,"G2","capacitor","100n",,,"BCM2835 OSC","back",
"component","C83",,,,,1,"H2","capacitor","100n",,,"BCM2835 OSC","back",
"component","X2",,,,,1,"I1","crystal","19M2",,,"BCM2835 OSC","back",
"component","C86",,,,,1,"I1","capacitor","27p",,,"BCM2835 OSC","back",
"component","C74",,,,,1,"I2","capacitor","27p",,,"BCM2835 OSC","back",
"signal",,"IC2","P9","PLL_1V8","+1V8",1,"H1",,,,,"BCM2835 OSC",,"power"
"signal",,"IC2","N7","PLL_VDD_OUT","PLL_VDD",1,"H1",,,,,"BCM2835 OSC",,"power"
"signal",,"IC2","P7","PLL_VDD","PLL_VDD",1,"H2",,,,,"BCM2835 OSC",,"power"
"signal",,"IC2","N8","XOSC_VDD","PLL_VDD",1,"H2",,,,,"BCM2835 OSC",,"power"
"signal",,"IC2","U18","AGND1","GND",1,"H2",,,,,"BCM2835 OSC",,"ground"
"signal",,"IC2","V1","AGND2","GND",1,"H2",,,,,"BCM2835 OSC",,"ground"
"signal",,"IC2","R8","XTALN","XN",1,"I1",,,,,"BCM2835 OSC",,"data"
"signal",,"IC2","R9","XTALP","XP",1,"I1",,,,,"BCM2835 OSC",,"data"
"signal",,"X2",3,,"XN",1,"I1",,,,,"BCM2835 OSC",,"data"
"signal",,"X2",4,,"GND",1,"I1",,,,,"BCM2835 OSC",,"ground"
"signal",,"X2",2,,"GND",1,"I2",,,,,"BCM2835 OSC",,"ground"
"signal",,"X2",1,,"XP",1,"I2",,,,,"BCM2835 OSC",,"data"
"power",,,,,"+1V8",1,"D3",,,,,"BCM2835 PWR1",,
"power",,,,,"GND",1,"D4",,,,,"BCM2835 PWR1",,
"power",,,,,"GND",1,"D5",,,,,"BCM2835 PWR1",,
"power",,,,,"GND",1,"E5",,,,,"BCM2835 PWR1",,
"power",,,,,"GND",1,"E7",,,,,"BCM2835 PWR1",,
"power",,,,,"GND",1,"H4",,,,,"BCM2835 PWR1",,
"power",,,,,"GND",1,"H4",,,,,"BCM2835 PWR1",,
"power",,,,,"GND",1,"H6",,,,,"BCM2835 PWR1",,
"power",,,,,"GND",1,"H6",,,,,"BCM2835 PWR1",,
"component","C54",,,,,1,"D3","capacitor","100n",,,"BCM2835 PWR1","back",
"component","C94",,,,,1,"D3","capacitor","100n",,,"BCM2835 PWR1","back",
"component","C60",,,,,1,"E3","capacitor","100n",,,"BCM2835 PWR1","back",
"component","C91",,,,,1,"D4","capacitor","100n",,,"BCM2835 PWR1","back",
"component","C57",,,,,1,"E4","capacitor","4u7",,,"BCM2835 PWR1","back",
"component","R16",,,,,1,"E5","resistor","240R",,,"BCM2835 PWR1","front",
"component","C55",,,,,1,"G3","capacitor","1u0",,,"BCM2835 PWR1","back",
"component","C68",,,,,1,"G3","capacitor","220n",,,"BCM2835 PWR1","back",
"component","C78",,,,,1,"H3","capacitor","220n",,,"BCM2835 PWR1","back",
"component","C18",,,,,1,"G4","capacitor","1u0",,,"BCM2835 PWR1","front",
"component","C90",,,,,1,"G4","capacitor","1u0",,,"BCM2835 PWR1","back",
"component","C93",,,,,1,"H4","capacitor","220n",,,"BCM2835 PWR1","back",
"component","C76",,,,,1,"H4","capacitor","220n",,,"BCM2835 PWR1","back",
"component","C73",,,,,1,"H4","capacitor","220n",,,"BCM2835 PWR1","back",
"component","C56",,,,,1,"G5","capacitor","1u0",,,"BCM2835 PWR1","back",
"component","C67",,,,,1,"G5","capacitor","220n",,,"BCM2835 PWR1","back",
"component","C63",,,,,1,"H5","capacitor","220n",,,"BCM2835 PWR1","back",
"component","C85",,,,,1,"H5","capacitor","220n",,,"BCM2835 PWR1","back",
"component","C92",,,,,1,"G6","capacitor","220n",,,"BCM2835 PWR1","back",
"component","C59",,,,,1,"H6","capacitor","220n",,,"BCM2835 PWR1","back",
"signal",,"IC2","B15","SDRAM_1V8_1","+1V8",1,"E3",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","K1","SDRAM_1V8_2","+1V8",1,"E3",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","K17","SDRAM_1V8_3","+1V8",1,"E3",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","T3","SDRAM_1V8_4","+1V8",1,"E3",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","U17","SDRAM_1V8_5","+1V8",1,"E4",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","V18","SDRAM_1V8_6","+1V8",1,"E4",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","A16","SLDO_1V8_1","+1V8",1,"E4",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","B16","SLDO_1V8_2","+1V8",1,"E4",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","H12","ZQ","ZQ",1,"E4",,,,,"BCM2835 PWR1",,"data"
"signal",,"IC2","A1","GND1","GND",1,"E5",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","A2","GND2","GND",1,"E5",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","A3","GND3","GND",1,"E5",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","A17","GND4","GND",1,"E5",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","A18","GND5","GND",1,"E5",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","B1","GND6","GND",1,"E5",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","B2","GND7","GND",1,"E6",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","B17","GND8","GND",1,"E6",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","B18","GND9","GND",1,"E6",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","C2","GND10","GND",1,"E6",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","E3","GND11","GND",1,"E6",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","E14","GND12","GND",1,"E6",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","F13","GND13","GND",1,"E6",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","F18","GND14","GND",1,"E6",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","H9","GND15","GND",1,"E6",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","H10","GND16","GND",1,"E6",,,,,"BCM2835 PWR1",,"ground"
"signal",,"IC2","D18","SDC_VDD_OUT","SDC_VDD",1,"G3",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","G13","SDC_VDD1","SDC_VDD",1,"G3",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","H13","SDC_VDD2","SDC_VDD",1,"G3",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","J5","SDC_VDD3","SDC_VDD",1,"G4",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","L12","SDC_VDD4","SDC_VDD",1,"G4",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","C18","SDRAM_VDD_OUT","SDRAM_VDD",1,"G4",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","C8","SDRAM_VDD1","SDRAM_VDD",1,"G4",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","C16","SDRAM_VDD2","SDRAM_VDD",1,"G4",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","C17","SDRAM_VDD3","SDRAM_VDD",1,"G4",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","G15","SDRAM_VDD4","SDRAM_VDD",1,"G4",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","H18","SDRAM_VDD5","SDRAM_VDD",1,"G4",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","J1","SDRAM_VDD6","SDRAM_VDD",1,"G5",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","R3","SDRAM_VDD7","SDRAM_VDD",1,"G5",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","T9","SDRAM_VDD8","SDRAM_VDD",1,"G5",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","T17","SDRAM_VDD9","SDRAM_VDD",1,"G5",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","E18","VDDIO1_OUT","VDD_IO",1,"G5",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","A10","VDDIO1_1","VDD_IO",1,"G5",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","F15","VDDIO1_2","VDD_IO",1,"G5",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","G14","VDDIO1_3","VDD_IO",1,"G5",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","G17","VDDIO1_4","VDD_IO",1,"G6",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","G18","VDDIO1_5","VDD_IO",1,"G6",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","J14","VDDIO1_6","VDD_IO",1,"G6",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","J16","VDDIO1_7","VDD_IO",1,"G6",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","K3","VDDIO1_8","VDD_IO",1,"G6",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","M16","VDDIO1_9","VDD_IO",1,"G6",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","P18","VDDIO1_10","VDD_IO",1,"G6",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","T4","VDDIO1_11","VDD_IO",1,"G6",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","T12","VDDIO1_12","VDD_IO",1,"G6",,,,,"BCM2835 PWR1",,"power"
"signal",,"IC2","T16","VDDIO1_13","VDD_IO",1,"G6",,,,,"BCM2835 PWR1",,"power"
"power",,,,,"+3V3",1,"J3",,,,,"BCM2835 PWR2",,
"power",,,,,"GND",1,"J4",,,,,"BCM2835 PWR2",,
"power",,,,,"GND",1,"I3",,,,,"BCM2835 PWR2",,
"power",,,,,"GND",1,"I4",,,,,"BCM2835 PWR2",,
"power",,,,,"GND",1,"I5",,,,,"BCM2835 PWR2",,
"power",,,,,"GND",1,"I6",,,,,"BCM2835 PWR2",,
"component","C89",,,,,1,"J3","capacitor","100n",,,"BCM2835 PWR2","back",
"signal",,"IC2","H11","GND1","GND",1,"I3",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","H17","GND2","GND",1,"I3",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","J2","GND3","GND",1,"I3",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","J7","GND4","GND",1,"I3",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","J8","GND5","GND",1,"I4",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","J9","GND6","GND",1,"I4",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","J10","GND7","GND",1,"I4",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","J11","GND8","GND",1,"I4",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","J12","GND9","GND",1,"I4",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","J13","GND10","GND",1,"I4",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","K7","GND11","GND",1,"I4",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","K8","GND12","GND",1,"I4",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","K9","GND13","GND",1,"I4",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","K10","GND14","GND",1,"I5",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","K11","GND15","GND",1,"I5",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","K12","GND16","GND",1,"I5",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","K13","GND17","GND",1,"I5",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","K14","GND18","GND",1,"I5",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","L2","GND19","GND",1,"I5",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","L7","GND20","GND",1,"I5",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","L8","GND21","GND",1,"I5",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","L9","GND22","GND",1,"I5",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","L10","GND23","GND",1,"I6",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","L11","GND24","GND",1,"I6",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","L14","GND25","GND",1,"I6",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","M8","GND26","GND",1,"I6",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","M9","GND27","GND",1,"I6",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","M15","GND28","GND",1,"I6",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","N1","GND29","GND",1,"I6",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","N18","GND30","GND",1,"I6",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","P16","GND31","GND",1,"I6",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","T18","GND32","GND",1,"I6",,,,,"BCM2835 PWR2",,"ground"
"signal",,"IC2","L5","VPP","+3V3",1,"J3",,,,,"BCM2835 PWR2",,"power"
"signal",,"IC2","T15","NVM_VACC","nc",1,"J4",,,,,"BCM2835 PWR2",,"nc"
"signal",,"IC2","D1","NVM_VCC","nc",1,"J4",,,,,"BCM2835 PWR2",,"nc"
"signal",,"IC2","D2","NVM_VCCQ","nc",1,"J4",,,,,"BCM2835 PWR2",,"nc"
"signal",,"IC2","T7","NVM_VDD","nc",1,"J5",,,,,"BCM2835 PWR2",,"nc"
"power",,,,,"+5V0",1,"E7",,,,,"BCM2835 SMPS",,
"power",,,,,"GND",1,"E8",,,,,"BCM2835 SMPS",,
"power",,,,,"GND",1,"E8",,,,,"BCM2835 SMPS",,
"power",,,,,"+3V3",1,"E8",,,,,"BCM2835 SMPS",,
"power",,,,,"GND",1,"E9",,,,,"BCM2835 SMPS",,
"power",,,,,"GND",1,"E10",,,,,"BCM2835 SMPS",,
"power",,,,,"GND",1,"H8",,,,,"BCM2835 SMPS",,
